codigo_renacyt,Investigador,Genero,URL CTI Vitae,grupo,nivel,fecha_de_inicio_de_vigencia,fecha_fin_de_vigencia,Rango de Edad,reglamento
P0013785,"YEPEZ PINILLOS, VICTOR EDUARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13785,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 60 a 69 años,Reglamento 2018
P0013775,"ARANA POLICARPO, YANINA HELGA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13775,Carlos Monge Medrano,IV,2020-12-16,2022-12-16,Entre 40 a 49 años,Reglamento 2018
P0013772,"VELEZ AZAÑERO, ARMANDO JESUS EDILBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13772,Maria Rostworowski,II,2021-05-17,2024-05-17,Entre 30 a 39 años,Reglamento 2018
P0013765,"ESPEZUA FLORES, OSCAR HENRY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13765,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 40 a 49 años,Reglamento 2018
P0013763,"ARBAIZA FERNANDEZ, TERESA SEBASTIANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13763,Carlos Monge Medrano,II,2019-10-01,2022-10-01,Entre 80 a 89 años,Reglamento 2018
P0013757,"CHANG RECAVARREN, LUIS GERARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13757,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 50 a 59 años,Reglamento 2018
P0013755,"QUEVEDO GUTIERREZ, WILLIAM RENATO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13755,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013744,"ZAVALA TOLEDO, CARLOS ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13744,Carlos Monge Medrano,III,2019-10-01,2021-10-01,Entre 60 a 69 años,Reglamento 2018
P0013743,"ALBA COLLADO, MILENA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13743,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013741,"MEJIA MAZA, ALAN JESUS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13741,Carlos Monge Medrano,IV,2021-08-13,2023-08-13,Entre 30 a 39 años,Reglamento 2018
P0013737,"TELLIER , FLORENCE",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13737,Carlos Monge Medrano,III,2019-10-01,2021-10-01,Entre 40 a 49 años,Reglamento 2018
P0013707,"GUTIERREZ OPPE, EVELYN EDITH",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13707,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013706,"HERAUD PEREZ, JORGE ARTURO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13706,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 80 a 89 años,Reglamento 2018
P0013699,"PALMA ALBORNOZ, SANDRA PATRICIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13699,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013674,"LEGUA CARDENAS, JOSE ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13674,Maria Rostworowski,I,2021-11-04,2024-11-04,Entre 60 a 69 años,Reglamento 2018
P0013668,"SANCHEZ GARCIA, GERARDO JUNIOR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13668,Carlos Monge Medrano,III,2019-10-01,2021-10-01,Entre 30 a 39 años,Reglamento 2018
P0013663,"UTURUNCO PEÑA, ANGIE CHRISTIE JANNINE",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13663,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 30 a 39 años,Reglamento 2018
P0013659,"COLLANTES LOO, JIMENA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13659,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 30 a 39 años,Reglamento 2018
P0013649,"SALVATIERRA RODRIGUEZ, GUILLERMO SANTOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13649,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 30 a 39 años,Reglamento 2018
P0013646,"VALENZUELA ORE, FELIX",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13646,Maria Rostworowski,II,2021-08-18,2024-08-18,Entre 50 a 59 años,Reglamento 2018
P0013639,"BARDALES MENDIETA, JORGE ADALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13639,Carlos Monge Medrano,IV,2020-09-24,2022-09-24,Entre 30 a 39 años,Reglamento 2018
P0013634,"AMBULAY BRICEÑO, JOHNNY PERCY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13634,Maria Rostworowski,I,2020-07-02,2023-07-02,Entre 30 a 39 años,Reglamento 2018
P0013625,"VARHEN GARCIA, CHRISTIAN MARIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13625,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 40 a 49 años,Reglamento 2018
P0013615,"MAYHUA MENDOZA, PAUL HERBER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13615,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013612,"LOPEZ DEL ALAMO, CRISTIAN JOSE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13612,Carlos Monge Medrano,IV,2019-10-01,2021-10-01,Entre 40 a 49 años,Reglamento 2018
P0013608,"NUÑEZ PONCE , CESAR EDUARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13608,Maria Rostworowski,II,2019-10-01,2022-10-01,Entre 50 a 59 años,Reglamento 2018
P0013600,"MARIANO ASTOCONDOR, MAURO GILBER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13600,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 60 a 69 años,Reglamento 2018
P0013564,"AMPUERO BUSTILLO, ANTONIO MIGUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13564,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 70 a 79 años,Reglamento 2018
P0013559,"COTA MAMANI, NOEMI JACKELITH",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13559,Maria Rostworowski,III,2021-08-03,2023-08-03,Entre 30 a 39 años,Reglamento 2018
P0013557,"GUERRA GIRALDEZ, DANIEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13557,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013550,"JIMENEZ AGUADO, CARLOS FRANCISCO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13550,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 40 a 49 años,Reglamento 2018
P0013547,"HURTADO MIRANDA, NATALI EDITH",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13547,Carlos Monge Medrano,III,2021-06-01,2023-06-01,Entre 30 a 39 años,Reglamento 2018
P0013546,"LINARES CORDOVA, JOEL FITZGERALD",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13546,Maria Rostworowski,III,2021-05-07,2023-05-07,Entre 30 a 39 años,Reglamento 2018
P0013536,"CONCHA VELASCO, FATIMA ROSARIO",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13536,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 40 a 49 años,Reglamento 2018
P0013533,"RAYMUNDO IBAÑEZ, CARLOS ARTURO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13533,Carlos Monge Medrano,II,2020-12-31,2023-12-31,Entre 50 a 59 años,Reglamento 2018
P0013526,"AMASIFUEN GUERRA, CARLOS ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13526,Carlos Monge Medrano,IV,2020-06-08,2022-06-08,Entre 40 a 49 años,Reglamento 2018
P0013521,"CARDENAS MEDINA, JOSE MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13521,,,,,Entre 40 a 49 años,Reglamento 2018
P0013507,"MURGA VALDERRAMA, NILTON LUIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13507,Maria Rostworowski,I,2021-06-01,2024-06-01,Entre 40 a 49 años,Reglamento 2018
P0013500,"ZAMUDIO FUERTES, CARLOS EDUARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13500,Carlos Monge Medrano,III,2019-10-01,2021-10-01,Entre 40 a 49 años,Reglamento 2018
P0013496,"SOTOMAYOR MORIANO, JUAN JAVIER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13496,Carlos Monge Medrano,II,2021-08-02,2024-08-02,Entre 60 a 69 años,Reglamento 2018
P0013492,"MAJLUF CHIOK, MARÍA PATRICI",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13492,Carlos Monge Medrano,II,2019-10-01,2022-10-01,Entre 60 a 69 años,Reglamento 2018
P0013489,"SUEIRO CABREDO, JUAN CARLOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13489,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 60 a 69 años,Reglamento 2018
P0013484,"BERNALDO AGÜER, JORDAN EULER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13484,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 30 a 39 años,Reglamento 2018
P0013474,"HOCES BURGA, DANIEL ALEXANDER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13474,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 30 a 39 años,Reglamento 2018
P0013464,"MOLINA FUERTES, JUAN OMAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13464,Maria Rostworowski,II,2020-09-16,2023-09-16,Entre 40 a 49 años,Reglamento 2018
P0013463,"DEL RE , LUIGI",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13463,Carlos Monge Medrano,I,2019-10-01,2022-10-01,Entre 60 a 69 años,Reglamento 2018
P0013462,"UBILLUS NAMIHAS, MARCO SAMUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13462,Carlos Monge Medrano,III,2019-10-01,2021-10-01,Entre 50 a 59 años,Reglamento 2018
P0013461,"QUINDE LI SAY TAN, MARIO JOSE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13461,Carlos Monge Medrano,IV,2021-05-27,2023-05-27,Entre 30 a 39 años,Reglamento 2018
P0013460,"MAYTA HUATUCO, EGMA MARCELINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13460,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 70 a 79 años,Reglamento 2018
P0013459,"GIRALDO CHAVEZ, JORGE AMILCAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13459,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 40 a 49 años,Reglamento 2018
P0013458,"CÁCERE NAKICHE, TATIANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13458,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013455,"ROMERO BAYLON, ALFONSO ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13455,Maria Rostworowski,I,2021-05-17,2024-05-17,Entre 50 a 59 años,Reglamento 2018
P0013452,"LOPEZ LUIS, JULIO CESAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13452,Carlos Monge Medrano,II,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013439,"MERINO RAFAEL, FERNANDO ABILIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13439,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 70 a 79 años,Reglamento 2018
P0013435,"CAMPOS SALAZAR, ANTONY BRAYAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13435,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 20 a 29 años,Reglamento 2018
P0013434,"HUANCARE PUSARI, ROSALIA KARINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13434,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 30 a 39 años,Reglamento 2018
P0013423,"HURTADO JARA, OMAR ARMANDO MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13423,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 50 a 59 años,Reglamento 2018
P0013422,"VILCARROMERO LLAJA, STALIN FRAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13422,Carlos Monge Medrano,II,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013421,"DOMINGUEZ TALAVERA, IRIS VIOLETA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13421,Maria Rostworowski,II,2020-09-16,2023-09-16,Entre 50 a 59 años,Reglamento 2018
P0013417,"RETUERTO FIGUEROA, MONICA GUADALUPE",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13417,Maria Rostworowski,I,2020-09-24,2023-09-24,Entre 50 a 59 años,Reglamento 2018
P0013407,"VASQUEZ HUERTA, ELSA CARMELA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13407,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 60 a 69 años,Reglamento 2018
P0013406,"TALLEDO CORONADO, ARTURO FERNANDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13406,Carlos Monge Medrano,III,2019-10-01,2021-10-01,Entre 60 a 69 años,Reglamento 2018
P0013398,"LOZADA REQUENA, ARCADIO IVAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13398,Carlos Monge Medrano,IV,2019-10-01,2021-10-01,Entre 50 a 59 años,Reglamento 2018
P0013382,"PAZ ESPINOZA, FREDDY ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13382,Carlos Monge Medrano,II,2019-10-01,2022-10-01,Entre 30 a 39 años,Reglamento 2018
P0013368,"CUEVAS CALDERON, ELDER ALEJANDRO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13368,Carlos Monge Medrano,IV,2021-07-26,2023-07-26,Entre 30 a 39 años,Reglamento 2018
P0013360,"ALVA MANCHEGO, FERNANDO EMILIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13360,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 30 a 39 años,Reglamento 2018
P0013353,"LOPEZ VALLADARES, HELLEN DEL ROCIO",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13353,Maria Rostworowski,I,2020-12-21,2023-12-21,Entre 30 a 39 años,Reglamento 2018
P0013345,"DEL POZO SEGURA, JUAN MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13345,Maria Rostworowski,III,2019-10-01,2021-10-01,Entre 30 a 39 años,Reglamento 2018
P0013333,"DAMMERT GUARDIA, MANUEL CESAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13333,Maria Rostworowski,II,2020-06-08,2023-06-08,Entre 30 a 39 años,Reglamento 2018
P0013330,"PEREZ ZUÑIGA, CARLOS GUSTAVO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13330,Carlos Monge Medrano,II,2021-08-03,2024-08-03,Entre 30 a 39 años,Reglamento 2018
P0013313,"GONZALES NIÑO, FRANCO ALEJANDRO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13313,Maria Rostworowski,II,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013284,"BALDEON MEDRANO, JOHAN PAUL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13284,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013273,"DEL MASTRO PUCCIO, CESARE ANÍBAL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13273,Carlos Monge Medrano,III,2020-12-21,2022-12-21,Entre 40 a 49 años,Reglamento 2018
P0013272,"SAL Y ROSAS CELI, VICTOR GIANCARLO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13272,Carlos Monge Medrano,IV,2020-12-31,2022-12-31,Entre 40 a 49 años,Reglamento 2018
P0013270,"SANCHEZ FLORES, MIGUEL ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13270,Maria Rostworowski,III,2021-06-01,2023-06-01,Entre 40 a 49 años,Reglamento 2018
P0013268,"ANCHANTE ARIAS, JIM ALEXANDER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13268,Carlos Monge Medrano,IV,2021-05-07,2023-05-07,Entre 40 a 49 años,Reglamento 2018
P0013261,"ZARIQUIEY BIONDI, ROBERTO DANIEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13261,Carlos Monge Medrano,II,2020-09-24,2023-09-24,Entre 40 a 49 años,Reglamento 2018
P0013257,"ROSAS BAZAN, RUDY JOSÉ",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13257,Carlos Monge Medrano,III,2020-05-07,2022-05-07,Entre 40 a 49 años,Reglamento 2018
P0013254,"BAZAN GUZMAN, JORGE LUIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13254,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 50 a 59 años,Reglamento 2018
P0013243,"NUÑEZ MURILLO, GABRIELA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13243,Carlos Monge Medrano,IV,2021-05-27,2023-05-27,Entre 50 a 59 años,Reglamento 2018
P0013240,"RAMON JOFFRE, GABRIEL ULED",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13240,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 50 a 59 años,Reglamento 2018
P0013238,"RIVAS TARAZONA, PILAR ROSSANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13238,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 60 a 69 años,Reglamento 2018
P0013235,"GARCIA TORRES, MARÍA DEL PILAR CECILI",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13235,Maria Rostworowski,II,2019-10-01,2022-10-01,Entre 60 a 69 años,Reglamento 2018
P0013215,"RODRIGUEZ MONDOÑEDO, MIGUEL MARTIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13215,Carlos Monge Medrano,III,2019-10-01,2021-10-01,Entre 50 a 59 años,Reglamento 2018
P0013213,"AGUILERA SERPA, CESAR AUGUSTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13213,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 50 a 59 años,Reglamento 2018
P0013203,"ROHNER STORNAIUOLO, FRED WERNER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13203,Carlos Monge Medrano,III,2020-09-24,2022-09-24,Entre 40 a 49 años,Reglamento 2018
P0013197,"VEGA CENTENO SARA LAFOSSE, PABLO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13197,Carlos Monge Medrano,III,2019-10-01,2021-10-01,Entre 50 a 59 años,Reglamento 2018
P0013192,"MORALES BUENO, EMMA PATRICIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13192,Maria Rostworowski,I,2020-06-08,2023-06-08,Entre 60 a 69 años,Reglamento 2018
P0013182,"TOVAR RODRIGUEZ, PATRICIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13182,Carlos Monge Medrano,III,2020-09-16,2022-09-16,Entre 40 a 49 años,Reglamento 2018
P0013174,"ARAGON CASAS, LUCY GABRIELA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13174,Carlos Monge Medrano,IV,2021-06-01,2023-06-01,Entre 40 a 49 años,Reglamento 2018
P0013172,"SCALETTI CARDENAS, ADRIANA NORA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13172,Carlos Monge Medrano,III,2020-09-16,2022-09-16,Entre 40 a 49 años,Reglamento 2018
P0013170,"ESTABRIDIS CARDENAS, JORGE RICARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13170,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 70 a 79 años,Reglamento 2018
P0013156,"MELGAR SASIETA, HECTOR ANDRES",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13156,Carlos Monge Medrano,III,2019-10-01,2021-10-01,Entre 40 a 49 años,Reglamento 2018
P0013150,"KAHATT NAVARRETE, SHARIF SAMIR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13150,Carlos Monge Medrano,III,2021-11-04,2023-11-04,Entre 40 a 49 años,Reglamento 2018
P0013145,"VILELA MALPARTIDA, MARTA ROSA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13145,Carlos Monge Medrano,III,2020-07-02,2022-07-02,Entre 60 a 69 años,Reglamento 2018
P0013136,"CUEVA MOSCOSO, RONY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13136,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 40 a 49 años,Reglamento 2018
P0013132,"SANCHEZ HUARCAYA, ALEX OSWALDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13132,Carlos Monge Medrano,IV,2021-03-19,2023-03-19,Entre 40 a 49 años,Reglamento 2018
P0013119,"CARRILLO LUNA, SANDRA ALICIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13119,Maria Rostworowski,II,2020-06-08,2023-06-08,Entre 40 a 49 años,Reglamento 2018
P0013114,"SANTA CRUZ HIDALGO, SANDRA CECILIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13114,Carlos Monge Medrano,II,2021-06-01,2024-06-01,Entre 50 a 59 años,Reglamento 2018
P0013113,"OROZCO CONTRERAS, RICHARD ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13113,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 50 a 59 años,Reglamento 2018
P0013108,"VELAZQUEZ CASTRO, TESANIA EVA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13108,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 50 a 59 años,Reglamento 2018
P0013105,"CALLUPE PEREZ, ROCIO LILIANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13105,Maria Rostworowski,I,2019-10-01,2022-10-01,Entre 50 a 59 años,Reglamento 2018
P0013104,"JARA CASTRO, LUPE ISABEL",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13104,Maria Rostworowski,I,2020-09-16,2023-09-16,Entre 50 a 59 años,Reglamento 2018
P0013100,"WIESER REY, MARTIN FRANZ",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13100,Carlos Monge Medrano,III,2020-09-16,2022-09-16,Entre 50 a 59 años,Reglamento 2018
P0013092,"HANZA BACIGALUPO, KATHIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13092,Maria Rostworowski,I,2020-09-16,2023-09-16,Entre 60 a 69 años,Reglamento 2018
